age,education_level,years_employed,annual_income,credit_score,dependents,existing_monthly_debt,loan_amount,term_months,interest_rate,monthly_payment,dti_ratio,days_delinquent,defaulted,state_AL,state_AZ,state_CA,state_CO,state_CT,state_FL,state_GA,state_IL,state_IN,state_KY,state_LA,state_MA,state_MD,state_MI,state_MN,state_MO,state_NC,state_NJ,state_NY,state_OH,state_OK,state_OR,state_PA,state_SC,state_TN,state_TX,state_UT,state_VA,state_WA,state_WI,employment_status_Contract,employment_status_Full-Time,employment_status_Part-Time,employment_status_Retired,employment_status_Self-Employed,home_ownership_Mortgage,home_ownership_Own,home_ownership_Rent,loan_purpose_Auto Loan,loan_purpose_Business Loan,loan_purpose_Debt Consolidation,loan_purpose_Education,loan_purpose_Home Improvement,loan_purpose_Major Purchase,loan_purpose_Medical Expenses,loan_purpose_Moving,loan_purpose_Vacation,loan_purpose_Wedding,monthly_income,loan_income_ratio,high_dti,income_per_dependent
41,4,16,121448,589,1,5090,46500.0,24,10.2,2150.03,71.5,105,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10120.666666666666,0.3828799156840788,1,60724.0
41,4,16,121448,589,1,5090,48500.0,60,13.52,1116.48,61.3,58,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10120.666666666666,0.39934786904683484,1,60724.0
44,3,7,49067,605,0,1436,13500.0,36,10.04,435.86,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4088.9166666666665,0.2751340004483665,1,49067.0
63,1,28,26701,762,2,818,19900.0,36,8.28,626.17,64.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2225.0833333333335,0.7452904385603536,1,8900.333333333334
61,2,4,26403,750,1,412,11000.0,60,10.53,236.6,29.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2200.25,0.4166193235617165,0,13201.5
25,3,0,70059,554,0,2814,2600.0,36,12.52,87.0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5838.25,0.03711157738477569,1,70059.0
25,3,0,70059,554,0,2814,21900.0,48,12.21,578.97,58.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5838.25,0.3125936710486875,1,70059.0
27,3,0,70121,818,2,842,19300.0,60,11.3,422.52,21.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5843.416666666667,0.2752385162790034,0,23373.666666666668
60,3,21,44547,582,1,505,20600.0,60,14.08,480.18,26.5,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3712.25,0.4624329360001796,0,22273.5
37,4,5,59739,842,0,1266,17700.0,60,7.49,354.59,32.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4978.25,0.2962888565258876,1,59739.0
43,3,2,80850,711,2,1294,24800.0,36,10.24,803.02,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6737.5,0.3067408781694496,1,26950.0
68,4,21,63786,611,0,1195,5200.0,36,12.72,174.51,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5315.5,0.08152259116420531,0,63786.0
63,3,19,78563,578,2,2989,37200.0,12,14.59,3350.42,96.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6546.916666666667,0.4735053396637094,1,26187.666666666668
64,4,5,84093,809,1,414,12800.0,48,9.7,322.8,10.5,104,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7007.75,0.15221243147467683,0,42046.5
41,1,6,55757,778,0,919,38800.0,24,10.86,1805.86,58.6,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4646.416666666667,0.6958767509012321,1,55757.0
28,3,0,87725,809,2,844,35500.0,36,7.0,1096.14,26.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7310.416666666667,0.40467369620974636,0,29241.666666666668
46,1,25,46788,849,1,995,34400.0,24,6.36,1530.22,64.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3899.0,0.7352312558775754,1,23394.0
65,4,14,64193,764,4,2365,36200.0,12,9.35,3171.62,103.5,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5349.416666666667,0.5639244154347047,1,12838.6
34,3,12,62044,771,1,1340,31400.0,24,11.24,1466.99,54.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5170.333333333333,0.5060924505189865,1,31022.0
34,3,12,62044,771,1,1340,7700.0,24,11.43,360.42,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5170.333333333333,0.1241054735349107,1,31022.0
32,4,0,66474,663,1,2864,39600.0,12,9.04,3463.81,114.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5539.5,0.5957216355266721,1,33237.0
32,4,0,66474,663,1,2864,24500.0,36,9.17,781.03,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5539.5,0.3685651532930168,1,33237.0
67,4,17,79058,617,0,1770,11600.0,36,9.86,373.54,32.5,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6588.166666666667,0.14672771888992892,1,79058.0
67,4,17,79058,617,0,1770,43000.0,60,10.93,933.42,41.0,178,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6588.166666666667,0.5439044751954262,1,79058.0
36,4,1,134434,762,0,6130,11200.0,36,8.16,351.79,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11202.833333333334,0.08331225731585759,1,134434.0
45,2,25,33977,696,0,1316,15600.0,48,11.77,409.05,60.9,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2831.4166666666665,0.45913412014009475,1,33977.0
66,4,0,94849,850,0,3695,12900.0,12,9.64,1131.96,61.1,58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7904.083333333333,0.13600565108751805,1,94849.0
66,4,0,94849,850,0,3695,34000.0,36,8.62,1075.19,60.4,156,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7904.083333333333,0.35846450674229563,1,94849.0
57,4,15,50003,677,0,1539,31800.0,48,9.85,804.24,56.2,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4166.916666666667,0.6359618422894626,1,50003.0
61,3,34,98348,845,2,3354,40500.0,36,6.81,1247.01,56.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8195.666666666666,0.4118029853174442,1,32782.666666666664
40,3,5,30770,738,1,590,7000.0,60,12.59,157.81,29.2,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2564.1666666666665,0.22749431264218395,0,15385.0
55,3,24,72986,545,2,3287,21400.0,24,15.11,1038.73,71.1,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6082.166666666667,0.2932069163949251,1,24328.666666666668
38,4,3,60396,658,2,587,30000.0,48,13.97,819.34,27.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5033.0,0.4967216371945162,0,20132.0
44,3,22,51770,767,3,351,28300.0,12,7.71,2457.98,65.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4314.166666666667,0.546648638207456,1,12942.5
51,1,20,50247,551,1,1916,9300.0,60,13.93,216.06,50.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4187.25,0.1850856767568213,1,25123.5
52,2,3,38228,707,0,1432,21500.0,36,10.93,703.17,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3185.6666666666665,0.5624149837815214,1,38228.0
49,4,10,131359,747,2,2557,42900.0,48,9.85,1084.97,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,10946.583333333334,0.32658592102558637,1,43786.333333333336
49,4,10,131359,747,2,2557,8500.0,48,9.99,215.54,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,10946.583333333334,0.06470816617057072,0,43786.333333333336
55,2,11,49011,750,0,873,36800.0,60,7.78,742.3,39.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4084.25,0.7508518495847871,1,49011.0
40,2,11,26997,752,3,509,2500.0,12,8.11,217.6,32.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2249.75,0.09260288180168166,1,6749.25
49,2,21,43915,568,1,1555,15400.0,36,12.59,515.85,56.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3659.5833333333335,0.3506774450643288,1,21957.5
49,2,21,43915,568,1,1555,12800.0,36,11.11,419.72,54.0,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3659.5833333333335,0.2914721621313902,1,21957.5
32,5,0,129991,774,2,2525,45300.0,36,7.2,1402.88,36.3,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10832.583333333334,0.34848566439215023,1,43330.333333333336
46,4,11,67764,765,0,671,14800.0,24,8.93,675.66,23.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5647.0,0.21840505283041142,0,67764.0
45,3,0,31088,583,1,1312,11400.0,12,14.49,1026.2,90.3,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2590.6666666666665,0.3667009778692743,1,15544.0
29,2,4,50017,843,0,491,10400.0,12,9.54,912.1,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4168.083333333333,0.20792930403662754,1,50017.0
26,3,6,68998,579,4,2207,30700.0,36,12.87,1032.48,56.3,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5749.833333333333,0.4449404330560306,1,13799.6
67,1,11,53774,610,0,2431,27100.0,48,13.19,729.58,70.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4481.166666666667,0.5039610220552684,1,53774.0
30,2,5,46073,823,0,1889,24700.0,48,7.62,598.6,64.8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3839.4166666666665,0.5361057452303952,1,46073.0
26,2,3,37566,794,2,352,14000.0,24,7.97,632.99,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3130.5,0.37267742107224616,1,12522.0
26,2,3,37566,794,2,352,34000.0,36,10.89,1111.35,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3130.5,0.9050737368897407,1,12522.0
42,3,4,83990,716,2,2406,22700.0,36,10.39,736.63,44.9,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6999.166666666667,0.2702702702702703,1,27996.666666666668
30,3,8,44135,593,0,1902,22000.0,60,11.0,478.33,64.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3677.9166666666665,0.4984706015633851,1,44135.0
36,2,8,42447,570,0,1282,10000.0,12,15.0,902.58,61.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3537.25,0.23558790962847787,1,42447.0
36,2,8,42447,570,0,1282,36800.0,24,11.68,1726.81,85.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3537.25,0.8669635074327986,1,42447.0
61,3,9,51358,827,2,1508,27600.0,24,9.22,1263.69,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4279.833333333333,0.5374041045212041,1,17119.333333333332
61,3,9,51358,827,2,1508,12500.0,12,7.09,1082.1,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4279.833333333333,0.24338954009112504,1,17119.333333333332
58,1,16,25259,850,2,755,5000.0,60,7.95,101.26,40.7,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2104.9166666666665,0.19794924581337345,1,8419.666666666666
23,3,3,32494,679,2,538,2800.0,60,8.86,57.93,22.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2707.8333333333335,0.08616975441619991,0,10831.333333333334
26,3,1,67116,772,1,2288,35600.0,12,9.81,3126.66,96.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5593.0,0.5304249359318195,1,33558.0
68,5,32,108165,734,0,1002,46900.0,24,9.25,2148.0,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9013.75,0.4335968196736467,1,108165.0
50,2,27,42807,726,4,1787,15200.0,12,12.02,1350.64,88.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3567.25,0.3550821127385708,1,8561.4
42,4,15,70887,616,1,1206,35500.0,60,10.07,755.49,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5907.25,0.5007970431814014,1,35443.5
23,1,1,38494,648,0,954,30700.0,24,12.35,1450.18,74.9,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3207.8333333333335,0.7975268873071127,1,38494.0
63,3,27,41121,585,2,1480,6300.0,24,12.83,299.01,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3426.75,0.15320639089516305,1,13707.0
45,1,17,42175,715,1,1519,8400.0,24,11.52,393.54,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3514.5833333333335,0.1991701244813278,1,21087.5
39,4,3,58864,595,4,1613,44400.0,24,10.19,2052.73,74.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4905.333333333333,0.7542810546344115,1,11772.8
45,4,1,98282,796,2,3701,35700.0,24,6.98,1598.06,64.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8190.166666666667,0.3632404712968804,1,32760.666666666668
45,4,1,98282,796,2,3701,7600.0,60,8.91,157.43,47.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8190.166666666667,0.07732850369345354,1,32760.666666666668
55,3,20,40418,697,2,672,13900.0,24,10.54,644.88,39.1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3368.1666666666665,0.34390618041466675,1,13472.666666666666
43,3,9,71852,823,1,2316,29800.0,12,7.73,2588.54,81.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5987.666666666667,0.4147414129043033,1,35926.0
48,3,0,86875,850,4,3195,17500.0,36,10.71,570.53,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7239.583333333333,0.2014388489208633,1,17375.0
59,3,33,77828,622,2,1557,17700.0,12,11.3,1566.83,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6485.666666666667,0.2274245772729609,1,25942.666666666668
65,2,1,33970,622,0,1118,32100.0,12,10.9,2835.55,139.7,131,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2830.8333333333335,0.9449514277303503,1,33970.0
48,3,22,38878,556,2,1778,28900.0,60,11.63,637.47,74.6,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3239.8333333333335,0.7433509954215752,1,12959.333333333334
52,3,21,51649,802,2,1766,15500.0,48,7.34,373.62,49.7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4304.083333333333,0.30010261573312164,1,17216.333333333332
52,3,21,51649,802,2,1766,46500.0,36,11.15,1525.66,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4304.083333333333,0.900307847199365,1,17216.333333333332
63,4,17,96142,666,3,4335,49700.0,24,11.68,2332.13,83.2,68,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8011.833333333333,0.5169436874622954,1,24035.5
40,4,11,96556,785,2,1502,10100.0,48,9.1,251.82,21.8,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8046.333333333333,0.10460251046025104,0,32185.333333333332
29,3,5,97749,742,0,578,25700.0,24,8.25,1165.27,21.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8145.75,0.2629182907242018,0,97749.0
29,3,5,97749,742,0,578,29000.0,60,8.7,597.78,14.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8145.75,0.29667822688723156,0,97749.0
67,1,13,27294,770,0,752,27200.0,12,8.59,2373.51,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2274.5,0.9965560196380157,1,27294.0
39,1,1,23680,649,0,328,4700.0,48,11.45,122.5,22.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1973.3333333333333,0.19847972972972974,0,23680.0
39,1,1,23680,649,0,328,12400.0,60,9.83,262.43,29.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1973.3333333333333,0.5236486486486487,0,23680.0
28,3,0,47014,600,0,1474,20300.0,48,11.28,527.43,51.1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3917.8333333333335,0.431786276428298,1,47014.0
